Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
2/10/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118200,121900,112800,24100,24100,30250,30250,26550,26550,38750,40700,37250,31800,31700,32000,14150,13100,14850,14200,14350,15950,13450
5/10/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118150,121900,112800,24050,24050,30950,30950,26600,26600,41900,43750,40400,32400,32000,32750,14150,13050,14850,14200,14400,15900,13450
6/10/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121900,112800,23950,23950,31250,31250,26700,26700,42300,44150,40450,33300,32150,33200,14150,13100,14850,14200,14350,15900,13450
7/10/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121850,112800,23950,23950,31500,31500,26650,26650,42800,44400,40950,33200,32750,33400,14150,13050,14850,14200,14350,15900,13450
8/10/2020,11800,10750,10400,11850,11650,13100,12700,31600,31600,118300,121950,113000,23900,23900,31650,31650,26600,26600,43200,44650,41350,33150,32600,33300,14150,13050,14850,14200,14350,15900,13450
9/10/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,118150,121850,112800,23950,23950,31950,31950,26550,26550,43500,44550,41700,33300,32950,33250,14150,13050,14850,14250,14350,15950,13450
12/10/2020,11800,10750,10400,11850,11650,13100,12700,31700,31700,118200,121850,112850,24200,24200,33200,33200,26750,26750,43750,44450,42250,33100,33000,32900,14150,13100,14850,14250,14350,15950,13450
13/10/2020,11800,10800,10400,11850,11650,13100,12700,31950,31950,118200,121900,112850,24250,24250,33350,33350,26750,26750,43550,44200,42050,33600,33750,33150,14150,13100,14850,14250,14350,15950,13450
14/10/2020,11800,10800,10400,11850,11650,13100,12700,32000,32000,118200,121900,112850,24400,24400,33700,33700,26750,26750,43200,43900,41700,33700,33850,33300,14150,13100,14850,14250,14350,15900,13450
15/10/2020,11800,10800,10400,11850,11650,13100,12700,32100,32100,118200,121900,112850,24500,24500,33850,33850,26700,26700,42950,43450,41550,34250,34700,33700,14150,13100,14850,14250,14350,15950,13450
16/10/2020,11800,10750,10400,11850,11650,13100,12700,32250,32250,118200,121850,112850,24600,24600,34000,34000,26800,26800,42800,43300,41400,34150,34550,33650,14150,13100,14850,14250,14350,15950,13450
19/10/2020,11800,10750,10400,11850,11650,13100,12700,32500,32500,117350,120250,112800,24750,24750,34300,34300,26850,26850,42100,42400,40950,33950,34050,34050,14150,13100,14850,14250,14350,15900,13450
20/10/2020,11800,10750,10400,11850,11650,13100,12700,32400,32400,118150,121800,112800,24800,24800,34500,34500,27000,27000,42000,41900,41250,34300,34150,34550,14150,13100,14850,14250,14400,15900,13450
21/10/2020,11800,10750,10400,11850,11600,13100,12750,32500,32500,118150,121850,112850,24850,24850,34500,34500,27150,27150,41650,41650,40900,34400,34200,34750,14150,13100,14850,14250,14350,15900,13450
22/10/2020,11800,10750,10400,11850,11600,13100,12700,32500,32500,118150,121800,112800,24900,24900,34600,34600,27100,27100,41800,41500,41150,34350,33750,35200,14150,13100,14850,14300,14300,15800,13400
23/10/2020,11800,10750,10400,11850,11600,13100,12700,32450,32450,118150,121800,112800,24850,24850,34700,34700,27200,27200,41850,41500,41200,34600,33150,36000,14150,13100,14850,14300,14300,15800,13400
26/10/2020,11800,10750,10400,11850,11600,13100,12700,32800,32800,118100,121750,112750,24850,24850,35200,35200,27300,27300,42550,43550,41700,35400,33900,36750,14200,13150,14850,14300,14300,15800,13400
27/10/2020,11850,10700,10400,11850,11600,13100,12700,33100,33100,118550,122250,113200,24950,24950,35250,35250,27500,27500,43000,43150,42250,35500,33800,36750,14200,13150,14850,14350,14300,15800,13400
2/11/2020,11800,10750,10400,11850,11600,13100,12650,34100,34100,117850,121650,112400,24850,24850,35450,35450,27750,27750,43700,44400,42750,35550,33750,37050,14250,13250,14950,14350,14350,15800,13450
3/11/2020,11800,10750,10400,11850,11600,13100,12650,34200,34200,118150,121800,112800,24900,24900,35850,35850,27900,27900,43850,44800,42700,35200,33100,36750,14250,13250,14900,14350,14400,15850,13450
4/11/2020,11800,10800,10400,11850,11650,13100,12650,34350,34350,118300,121850,113050,24900,24900,36050,36050,27900,27900,43750,44500,42600,35300,33100,36950,14250,13300,14900,14350,14400,15900,13450
5/11/2020,11800,10800,10400,11850,11650,13100,12650,34500,34500,118250,121850,113000,24950,24950,36300,36300,27950,27950,43600,44450,42250,35500,33400,37250,14250,13300,14900,14350,14400,15850,13450
6/11/2020,11800,10800,10400,11850,11650,13100,12650,34650,34650,118250,121850,113000,25050,25050,36700,36700,28100,28100,43350,44050,42200,35700,33550,37650,14250,13300,14900,14350,14400,15900,13450
9/11/2020,11800,10800,10400,11850,11650,13100,12650,34900,34900,118250,121850,113000,25150,25150,37400,37400,28200,28200,42950,43800,41800,36400,33600,39200,14300,13350,14950,14350,14400,15850,13450
10/11/2020,11800,10800,10400,11850,11650,13050,12650,34900,34900,118250,121850,112950,25200,25200,37750,37750,28250,28250,42900,43550,41700,36650,33750,39400,14300,13300,14950,14350,14400,15850,13450
11/11/2020,11800,10800,10400,11850,11650,13100,12650,35000,35000,118250,121850,113000,25300,25300,38000,38000,28300,28300,42700,43650,41550,36650,33700,39600,14300,13300,14950,14400,14400,15850,13450
12/11/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25400,25400,38200,38200,28400,28400,42300,43450,41100,36600,33650,39650,14300,13350,14950,14400,14400,15850,13450
13/11/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25550,25550,38350,38350,28500,28500,42100,43050,41050,36350,33700,39150,14300,13350,14950,14400,14350,15850,13450
16/11/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118300,121900,113050,25900,25900,38450,38450,28650,28650,41650,42550,40400,36700,34250,39150,14300,13350,14950,14350,14400,15850,13450
17/11/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118350,121900,113200,26000,26000,38450,38450,28600,28600,41450,42250,40200,36700,34200,39150,14300,13400,15000,14400,14400,15850,13500
18/11/2020,11800,10750,10400,11850,11650,13050,12650,35200,35200,118200,121800,113050,26000,26000,38300,38300,28750,28750,41300,42300,40150,36400,34100,38700,14350,13400,15000,14400,14400,15850,13500
19/11/2020,11800,10750,10400,11850,11650,13050,12650,35250,35250,118250,121850,113050,26050,26050,38350,38350,28750,28750,41150,42500,39900,36150,33850,38650,14350,13400,15000,14400,14400,15850,13500
20/11/2020,11800,10750,10350,11850,11650,13100,12650,35300,35300,118250,121850,113050,26150,26150,38450,38450,28750,28750,41150,42550,39900,36150,33750,38800,14350,13400,15000,14400,14400,15850,13450
23/11/2020,11800,10750,10400,11850,11650,13050,12650,35250,35250,118700,122300,113550,26300,26300,38300,38300,28800,28800,40800,42450,39250,36200,33550,39550,14350,13400,15000,14400,14400,15850,13450
24/11/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118550,122150,113400,26300,26300,38150,38150,28850,28850,40850,42200,39450,36450,33700,39800,14350,13400,15000,14400,14400,15850,13450
25/11/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118500,122100,113350,26300,26300,38100,38100,28850,28850,40750,41950,39450,36750,33700,40350,14350,13400,15000,14400,14400,15800,13450
26/11/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118500,122100,113350,26300,26300,38000,38000,28900,28900,41150,42750,39550,37500,34050,41250,14350,13450,15000,14400,14400,15850,13450
27/11/2020,11800,10750,10400,11850,11600,13050,12650,35250,35250,118500,122100,113350,26300,26300,37850,37850,28800,28800,42150,43650,40600,38050,34100,42300,14350,13450,15000,14400,14400,15800,13450
30/11/2020,11800,10750,10400,11850,11600,13050,12650,35050,35050,118450,122050,113300,26350,26350,37750,37750,28800,28800,44500,45700,43200,41300,36350,46400,14350,13450,15000,14400,14400,15800,13450
1/12/2020,11800,10800,10400,11850,11650,13050,12650,35000,35000,118400,122000,113250,26350,26350,37550,37550,28750,28750,45300,46550,44100,42600,36250,47200,14350,13450,15000,14400,14400,15800,13450
2/12/2020,11800,10750,10400,11850,11600,13050,12650,34850,34850,118450,122000,113250,26350,26350,37500,37500,28750,28750,45700,46850,44700,42600,36550,48600,14400,13500,15000,14450,14350,15800,13450
3/12/2020,11800,10750,10400,11850,11600,13050,12650,34750,34750,118400,122000,113250,26400,26400,37150,37150,28750,28750,46550,48100,45400,42750,37200,48300,14400,13500,15000,14450,14350,15800,13450
4/12/2020,11800,10750,10400,11850,11600,13050,12650,34650,34650,118400,122000,113250,26450,26450,37450,37450,28750,28750,47450,49100,46250,43800,38100,49750,14400,13400,15050,14450,14350,15800,13450
7/12/2020,11800,10750,10400,11850,11600,13050,12650,34450,34450,118500,122150,113300,26800,26800,37500,37500,28700,28700,48650,50900,47450,46250,39500,52650,14400,13450,15050,14450,14350,15800,13450
8/12/2020,11800,10750,10400,11850,11600,13050,12650,34350,34350,118500,122150,113300,27000,27000,37500,37500,28700,28700,49200,51700,47900,46700,39900,53450,14400,13450,15050,14450,14350,15800,13450
10/12/2020,11800,10750,10400,11850,11600,13050,12650,34600,34600,118600,122200,113350,27300,27300,37350,37350,28750,28750,50050,52450,48950,47350,41800,53400,14400,13450,15050,14450,14350,15800,13450
11/12/2020,11800,10750,10400,11850,11600,13050,12650,34800,34800,118600,122200,113400,27500,27500,37250,37250,28750,28750,50250,53150,48900,47750,42550,53400,14400,13450,15050,14450,14350,15800,13450
14/12/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118650,122250,113650,28100,28100,37100,37100,28650,28650,50800,54000,49200,47400,43650,51200,14400,13450,15050,14450,14350,15800,13450
15/12/2020,11800,10750,10400,11800,11600,13100,12650,35550,35550,118700,122300,113700,28250,28250,37000,37000,28650,28650,51150,54300,49800,47950,44150,51750,14400,13450,15050,14450,14400,15800,13450
16/12/2020,11800,10750,10400,11850,11600,13100,12650,35900,35900,118850,122450,113850,28350,28350,36850,36850,28650,28650,51300,54500,49950,47800,44100,51600,14400,13450,15050,14450,14350,15800,13450
17/12/2020,11800,10750,10400,11850,11600,13100,12650,35950,35950,118700,122300,113700,28400,28400,36400,36400,28650,28650,51900,55200,50600,48300,44500,52250,14400,13450,15050,14450,14350,15800,13450
18/12/2020,11800,10750,10400,11850,11600,13100,12650,36100,36100,118850,122400,113800,28450,28450,36700,36700,28650,28650,52650,55800,51400,48450,44950,52500,14400,13450,15050,14450,14350,15800,13450
21/12/2020,11800,10750,10400,11800,11600,13100,12650,36100,36100,118850,122400,113800,28800,28800,36150,36150,28450,28450,54950,57800,53550,51700,47150,56200,14400,13500,15050,14450,14350,15800,13450
22/12/2020,11800,10750,10400,11800,11600,13100,12750,36450,36450,118800,122400,113450,28650,28650,36000,36000,28550,28550,56600,59300,55500,53450,50250,57600,14400,13500,15100,14450,14350,15800,13500
23/12/2020,11800,10750,10400,11800,11600,13100,12750,36300,36300,118850,122450,113500,28850,28850,35850,35850,28500,28500,57300,59600,56400,53450,50850,57350,14400,13500,15100,14450,14400,15850,13450
28/12/2020,11800,10750,10400,11800,11600,13050,12700,36050,36050,118350,122250,112750,28250,28250,35000,35000,28500,28500,59550,59950,59000,58600,54400,63300,14400,13500,15100,14450,14400,15850,13450
29/12/2020,11800,10750,10400,11800,11600,13050,12700,36000,36000,118450,122300,112850,28200,28200,34800,34800,28500,28500,59050,59750,58350,59450,55300,63700,14400,13450,15100,14450,14400,15850,13450
30/12/2020,11800,10750,10400,11800,11600,13100,12750,36150,36150,119150,122800,113850,28200,28200,34650,34650,28700,28700,58250,59150,57800,59700,55500,64100,14450,13450,15100,14450,14400,15850,13450
4/1/2021,12350,10850,10700,12650,12400,13950,13400,28950,28950,122150,126650,117600,27050,27050,31100,31100,29100,29100,55200,58350,52100,59600,52500,66650,15150,14450,15650,15350,14050,14600,13500
5/1/2021,12350,10850,10700,12650,12400,13950,13400,29300,29300,122150,126650,117600,27050,27050,31100,31100,29100,29100,55850,59150,52500,59150,52500,65850,15150,14450,15650,15350,14050,14600,13500
6/1/2021,12350,10850,10700,12650,12400,13950,13400,28900,28900,122150,126650,117600,26900,26900,30400,30400,29100,29100,56050,59150,52900,61350,53350,69350,15150,14450,15650,15350,14050,14600,13500
7/1/2021,12350,10850,10700,12650,12400,13950,13400,29350,29350,122150,126650,117600,26700,26700,31350,31350,29100,29100,55200,56250,54150,60200,51650,68750,15150,14450,15650,15350,14050,14600,13500
8/1/2021,12350,10850,10700,12650,12400,13950,13400,29400,29400,122150,126650,117600,26700,26700,31350,31350,29500,29500,54800,55400,54150,61700,51650,71650,15150,14450,15650,15350,14050,14600,13500
11/1/2021,12350,10850,10700,12650,12400,13950,13500,29350,29350,122150,126650,117600,26250,26250,31000,31000,29250,29250,50450,49150,51650,58350,49600,67100,15200,14450,15750,15400,14050,14600,13500
12/1/2021,12350,10850,10700,12650,12400,13950,13500,29450,29450,122150,126650,117600,26400,26400,31500,31500,29250,29250,51250,49150,53350,58950,49600,68350,15200,14450,15750,15400,14050,14600,13500
13/01/2021,12350,10850,10700,12650,12400,13950,13500,29700,29700,122150,126650,117600,26400,26400,31500,31500,29250,29250,51450,50000,52900,60000,51250,68750,15200,14450,15750,15400,14050,14600,13500
14/01/2021,12350,10850,10700,12650,12400,13950,13500,29450,29450,122150,126650,117600,26150,26150,31100,31100,29250,29250,51050,49150,52900,59150,50850,67500,15200,14450,15750,15400,14050,14600,13500
15/01/2021,12350,10850,10700,12650,12400,13950,13500,29350,29350,122150,126650,117600,26100,26100,30650,30650,29250,29250,51450,49600,53350,59400,51250,67500,15200,14450,15750,15400,14050,14600,13500
18/01/2021,12350,10850,10700,12650,12400,13950,13500,29250,29250,122150,126650,117600,25300,25300,30850,30850,28250,28250,50100,47650,52500,55850,47100,64600,15100,14450,15650,15250,14200,14850,13500
19/01/2021,12350,10850,10700,12650,12400,13950,13500,29150,29150,122150,126650,117600,25300,25300,30100,30100,28250,28250,49050,45600,52500,55650,47100,64150,15100,14450,15650,15250,14200,14850,13500
20/01/2021,12350,10850,10700,12650,12400,13950,13500,28750,28750,122150,126650,117600,25550,25550,29750,29750,28100,28100,48550,45850,51250,55650,47500,63750,15100,14450,15650,15250,14200,14850,13500
21/01/2021,12350,10850,10700,12650,12400,13950,13500,28350,28350,122150,126650,117600,25550,25550,29750,29750,28100,28100,48550,46250,50850,53550,46250,60850,15100,14450,15650,15250,14250,14850,13650
22/01/2021,12350,10850,10700,12650,12400,13950,13500,28350,28350,122150,126650,117600,25550,25550,29250,29250,28250,28250,48150,45000,51250,53350,47500,59150,15100,14450,15650,15250,14250,14850,13650
25/01/2021,12350,10850,10700,12650,12400,13950,13500,27900,27900,122150,126650,117600,25550,25550,28000,28000,27900,27900,47750,45000,50400,52300,47900,56650,15100,14450,15500,15350,14250,14850,13650
26/01/2021,12350,10850,10700,12650,12400,13950,13500,27550,27550,122150,126650,117600,25550,25550,28000,28000,27900,27900,47100,45000,49150,51700,47100,56250,15100,14450,15500,15350,14250,14850,13650
27/01/2021,12350,10850,10700,12650,12400,13950,13500,27900,27900,122150,126650,117600,25450,25450,28000,28000,27400,27400,47300,45400,49150,51900,47500,56250,15100,14450,15500,15350,14250,14850,13650
28/01/2021,12350,10850,10700,12650,12400,13950,13500,27800,27800,122150,126650,117600,25550,25550,28000,28000,27400,27400,47300,45400,49150,52100,47500,56650,15100,14450,15500,15350,14250,14850,13650
29/01/2021,12350,10850,10700,12650,12400,13950,13500,27550,27550,122150,126650,117600,25550,25550,28100,28100,27400,27400,46700,44600,48750,52100,46650,57500,15100,14450,15500,15350,14150,14750,13500
1/2/2021,12350,10850,10700,12650,12400,13950,13500,27600,27600,121950,126500,117400,25200,25200,28500,28500,27400,27400,42300,40850,43750,53750,46650,60850,15150,14450,15600,15400,14150,14750,13500
2/2/2021,12350,10850,10700,12650,12400,13950,13500,27750,27750,121950,126500,117400,25200,25200,28500,28500,27400,27400,42100,40400,43750,53750,46650,60850,15150,14450,15600,15400,14150,14750,13500
3/2/2021,12350,10850,10700,12650,12400,13950,13500,28450,28450,121950,126500,117400,25200,25200,28600,28600,27400,27400,42600,41250,43900,54400,48350,60400,15150,14450,15600,15400,14150,14750,13500
4/2/2021,12350,10850,10700,12650,12400,13950,13500,28450,28450,121950,126500,117400,25200,25200,28600,28600,27400,27400,42800,41650,43900,54800,48350,61250,15150,14450,15600,15400,14150,14750,13500
5/2/2021,12350,10850,10700,12650,12400,13950,13500,28950,28950,121950,126500,117400,25200,25200,28400,28400,27400,27400,42400,41650,43100,55850,50850,60850,15150,14450,15600,15400,14150,14750,13500
8/2/2021,12350,10850,10700,12650,12400,14000,13500,30950,30950,121950,126500,117400,24900,24900,27650,27650,27400,27400,44300,43750,44850,60650,55850,65400,15200,14450,15600,15500,14150,14750,13500
9/2/2021,12350,10850,10700,12650,12400,14000,13500,30650,30650,121950,126500,117400,25450,25450,27650,27650,27400,27400,45400,44600,46250,62100,55850,68350,15200,14450,15600,15500,14150,14750,13500
10/2/2021,12350,10850,10700,12650,12400,14000,13500,30850,30850,121950,126500,117400,25450,25450,27650,27650,27400,27400,44900,43900,45850,62950,55850,70000,15200,14450,15600,15500,14150,14750,13500
11/2/2021,12350,10850,10700,12650,12400,14000,13500,30850,30850,121950,126500,117400,25450,25450,27650,27650,27400,27400,45300,44600,46000,64200,55000,73350,15200,14450,15600,15500,14150,14750,13500
15/02/2021,12350,10850,10700,12650,12400,14050,13500,31450,31450,121950,126500,117400,25450,25450,29750,29750,29100,29100,44700,44600,44750,67300,60000,74600,15200,14450,15650,15500,14150,14750,13500
16/02/2021,12350,10850,10700,12650,12400,14050,13500,31550,31550,121950,126500,117400,25200,25200,31100,31100,30500,30500,45300,45000,45600,65850,58350,73350,15200,14450,15650,15500,14150,14750,13500
17/02/2021,12350,10850,10700,12650,12400,14050,13500,31650,31650,121950,126500,117400,25400,25400,31400,31400,30900,30900,49250,49150,49350,68750,60850,76650,15200,14450,15650,15500,14150,14750,13500
18/02/2021,12350,10850,10700,12650,12400,14050,13500,31700,31700,121950,126500,117400,25650,25650,31000,31000,30900,30900,49050,48750,49350,69200,61650,76650,15200,14450,15650,15500,14150,14750,13500
19/02/2021,12350,10850,10700,12650,12400,14050,13500,31800,31800,121950,126500,117400,25650,25650,31000,31000,30600,30600,49400,49150,49600,69400,62100,76650,15200,14450,15650,15500,14150,14750,13500
22/02/2021,12350,10850,10700,12650,12400,14050,13500,31700,31700,121950,126500,117400,25500,25500,31150,31150,30400,30400,47100,47100,47100,72500,61250,83750,15200,14450,15650,15500,14150,14750,13500
23/02/2021,12350,10850,10700,12650,12400,14050,13500,31600,31600,121950,126500,117400,25400,25400,31400,31400,30600,30600,48150,48350,47900,72950,62100,83750,15200,14450,15650,15500,14150,14750,13500
24/02/2021,12350,10850,10700,12650,12400,14050,13500,31650,31650,121950,126500,117400,25400,25400,31400,31400,30600,30600,48350,48750,47900,73550,63350,83750,15200,14450,15650,15500,14150,14750,13500
25/02/2021,12350,10850,10700,12650,12400,14050,13500,31350,31350,121950,126500,117400,25300,25300,31250,31250,30850,30850,46250,46650,45850,75850,65850,85850,15200,14450,15650,15500,14150,14750,13500
26/02/2021,12350,10850,10700,12650,12400,14050,13500,31650,31650,121950,126500,117400,25300,25300,31250,31250,30850,30850,46250,46650,45850,79200,65850,92500,15200,14450,15650,15500,14150,14750,13500
1/3/2021,12350,10850,10750,12650,12400,14050,13500,31100,31100,121950,126500,117400,25400,25400,30500,30500,29500,29500,40750,40850,40650,84400,76250,92500,15200,14450,15650,15400,14150,14750,13500
2/3/2021,12350,10850,10750,12650,12400,14050,13500,33350,33350,121950,126500,117400,25400,25400,30500,30500,29500,29500,39950,40000,39850,84600,76250,92900,15200,14450,15650,15400,14150,14750,13500
3/3/2021,12350,10850,10750,12650,12400,14050,13500,33000,33000,121950,126500,117400,25450,25450,30500,30500,29400,29400,40450,40400,40400,86500,78350,94600,15200,14450,15650,15400,14150,14750,13500
4/3/2021,12350,10850,10750,12650,12400,14050,13500,32800,32800,121950,126500,117400,25850,25850,31500,31500,29400,29400,40650,40850,40400,87700,79150,96250,15200,14450,15650,15400,14150,14750,13500
5/3/2021,12350,10850,10750,12650,12400,14050,13500,33050,33050,121950,126500,117400,25850,25850,31500,31500,29400,29400,42500,42500,42500,87700,79150,96250,15200,14450,15650,15400,14150,14750,13500
8/3/2021,12350,10850,10750,12650,12300,14050,13500,32650,32650,121950,126500,117400,25700,25700,31250,31250,29250,29250,43950,44150,43750,86900,78350,95400,15150,14450,15600,15400,14100,14750,13450
9/3/2021,12350,10850,10750,12650,12300,14050,13500,32800,32800,121950,126500,117400,25600,25600,31250,31250,29250,29250,43950,44150,43750,86900,78350,95400,15150,14450,15600,15400,14100,14750,13450
10/3/2021,12350,10850,10750,12650,12300,14050,13500,32450,32450,121950,126500,117400,25400,25400,32100,32100,29400,29400,44600,44600,44600,85450,76250,94600,15150,14450,15600,15400,14100,14750,13450
12/3/2021,12350,10850,10750,12650,12300,14050,13500,32050,32050,121950,126500,117400,25400,25400,33100,33100,30000,30000,44900,45400,44350,85250,76250,94150,15150,14450,15600,15400,14100,14750,13450
15/03/2021,12350,10850,10750,12650,12300,14050,13500,32350,32350,121950,126500,117400,25250,25250,33100,33100,29650,29650,46050,45850,46250,92300,79600,105000,15200,14550,15650,15500,14100,14750,13450
16/03/2021,12350,10850,10750,12650,12300,14050,13500,32350,32350,121950,126500,117400,25250,25250,33500,33500,29650,29650,46250,46250,46250,92750,78350,107100,15200,14550,15650,15500,14100,14750,13450
17/03/2021,12350,10850,10750,12650,12300,14050,13500,31750,31750,121950,126500,117400,25250,25250,33600,33600,30150,30150,45650,45400,45850,93350,78350,108350,15200,14550,15650,15500,14100,14750,13450
18/03/2021,12350,10850,10750,12650,12300,14050,13500,31900,31900,121950,126500,117400,25250,25250,33600,33600,29650,29650,45850,45400,46250,93150,78350,107900,15200,14550,15650,15500,14100,14750,13450
19/03/2021,12350,10850,10750,12650,12300,14050,13500,31850,31850,121950,126500,117400,25500,25500,33600,33600,29900,29900,45850,45400,46250,93150,78350,107900,15200,14550,15650,15500,14100,14750,13450
22/03/2021,12350,10850,10650,12700,12300,13900,13500,32800,32800,121950,126500,117400,25500,25500,33850,33850,30100,30100,46250,47500,45000,87950,70850,105000,15150,14400,15600,15500,14050,14650,13450
23/03/2021,12350,10850,10650,12700,12300,13900,13500,32400,32400,121950,126500,117400,25500,25500,33750,33750,30350,30350,47100,47900,46250,87950,70850,105000,15150,14400,15600,15500,14050,14650,13450
24/03/2021,12350,10850,10650,12700,12300,13900,13500,32550,32550,121950,126500,117400,25250,25250,33600,33600,30350,30350,47300,48350,46250,88150,72100,104150,15150,14400,15600,15500,14050,14650,13450
25/03/2021,12350,10850,10650,12700,12300,13900,13500,32450,32450,121950,126500,117400,25300,25300,33350,33350,30100,30100,46900,47900,45850,88350,72900,103750,15150,14400,15600,15500,14050,14650,13450
26/03/2021,12350,10850,10650,12700,12300,13900,13500,32400,32400,121950,126500,117400,25250,25250,33250,33250,30100,30100,47100,48350,45850,86050,72100,100000,15150,14400,15600,15500,14050,14650,13450
29/03/2021,12350,10850,10650,12700,12300,13900,13500,31400,31400,121950,126500,117400,25300,25300,33500,33500,30400,30400,47300,45400,49150,84800,70000,99600,15000,13900,15600,15500,14050,14650,13450
30/03/2021,12350,10850,10650,12700,12300,13900,13500,31500,31500,121950,126500,117400,25250,25250,33350,33350,30250,30250,47300,45850,48750,82100,70000,94150,15000,13900,15600,15500,14050,14650,13450
31/03/2021,12350,10850,10650,12700,12300,13900,13500,31650,31650,121950,126500,117400,25250,25250,33500,33500,30150,30150,48000,46650,49350,81250,70000,92500,15000,13900,15600,15500,14050,14650,13450
1/4/2021,12350,10850,10650,12700,12300,13900,13500,31850,31850,121950,126500,117400,25250,25250,33250,33250,30350,30350,48450,47100,49750,80000,70000,90000,15000,13900,15600,15500,14050,14650,13450
5/4/2021,12350,10850,10650,12700,12300,13900,13500,32200,32200,121950,126500,117400,25250,25250,32650,32650,29600,29600,53750,58350,49150,75000,61650,88350,15000,13950,15600,15500,14050,14650,13450
6/4/2021,12350,10850,10650,12700,12300,13900,13500,32250,32250,121950,126500,117400,25250,25250,32650,32650,29600,29600,53750,58350,49150,75000,61650,88350,15000,13950,15600,15500,14050,14650,13450
7/4/2021,12350,10850,10650,12700,12300,13900,13500,32350,32350,121950,126500,117400,25250,25250,32650,32650,29600,29600,52400,56250,48600,71950,56400,87500,15000,13950,15600,15500,14050,14650,13450
8/4/2021,12350,10850,10650,12700,12300,13900,13500,32100,32100,121950,126500,117400,25250,25250,32400,32400,29400,29400,53150,57100,49150,72700,56650,88750,15000,13950,15600,15500,14050,14650,13450
9/4/2021,12350,10850,10650,12700,12300,13900,13500,32200,32200,121950,126500,117400,25200,25200,32650,32650,29600,29600,53550,57100,50000,73150,55850,90400,15000,13950,15600,15500,14050,14650,13450
12/4/2021,12350,10850,10650,12700,12400,13900,13500,32500,32500,125050,130000,120100,25200,25200,32900,32900,29150,29150,53150,57100,49150,78900,64150,93600,15050,13950,15650,15600,14050,14650,13450
13/04/2021,12350,10850,10650,12700,12400,13900,13500,32450,32450,125050,130000,120100,25200,25200,32900,32900,29150,29150,52300,56250,48350,78250,63750,92750,15050,13950,15650,15600,14050,14650,13450
14/04/2021,12350,10850,10650,12700,12400,13900,13500,32050,32050,124000,128750,119250,25150,25150,32350,32350,29150,29150,52500,56250,48750,78150,66250,90000,15050,13950,15650,15600,14050,14650,13450
15/04/2021,12350,10850,10650,12700,12400,13900,13500,31850,31850,122950,127500,118400,25350,25350,32750,32750,30000,30000,54400,58750,50000,79400,67900,90850,15050,13950,15650,15600,14050,14650,13450
16/04/2021,12350,10850,10650,12700,12400,13900,13500,31950,31950,122550,127100,118000,25250,25250,32500,32500,29750,29750,54800,59150,50400,79600,69600,89600,15050,13950,15650,15600,14050,14650,13450
19/04/2021,12350,10850,10650,12700,12400,13900,13500,31300,31300,123300,128250,118350,25250,25250,32600,32600,29900,29900,51900,54150,49600,78550,68750,88350,15000,13950,15600,15500,14050,14650,13450
20/04/2021,12350,10850,10650,12700,12400,13900,13500,31850,31850,123300,128250,118350,25250,25250,32400,32400,29650,29650,51650,53750,49600,78350,68750,87900,15000,13950,15600,15500,14050,14650,13450
21/04/2021,12350,10850,10650,12700,12400,13900,13500,31400,31400,122450,127400,117500,25550,25550,32400,32400,29500,29500,50850,52900,48750,75650,65000,86250,15000,13950,15600,15500,14050,14650,13450
22/04/2021,14050,10850,10650,12700,12400,13900,23650,31550,31550,122450,127400,117500,25550,25550,31600,31600,29350,29350,51050,53350,48750,74800,65850,83750,15000,13950,15600,15500,14000,14600,13450
23/04/2021,12350,10850,10650,12700,12400,13900,13500,31200,31200,122450,127400,117500,25550,25550,31400,31400,29350,29350,50200,51650,48750,74900,67500,82250,15000,13950,15600,15500,14000,14600,13450
26/04/2021,12350,10850,10650,12700,12450,13950,13500,30850,30850,122900,127850,117900,25550,25550,29600,29600,29100,29100,47950,50400,45400,61900,60400,63350,15050,13950,15650,15500,14000,14600,13450
