Tanggal,Beras,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Daging Ayam,Daging Ayam Ras Segar,Daging Sapi,Daging Sapi Kualitas 1,Daging Sapi Kualitas 2,Telur Ayam,Telur Ayam Ras Segar,Bawang Merah,Bawang Merah Ukuran Sedang,Bawang Putih,Bawang Putih Ukuran Sedang,Cabai Merah,Cabai Merah Besar,Cabai Merah Keriting ,Cabai Rawit,Cabai Rawit Hijau,Cabai Rawit Merah,Minyak Goreng,Minyak Goreng Curah,Minyak Goreng Kemasan Bermerk 1,Minyak Goreng Kemasan Bermerk 2,Gula Pasir,Gula Pasir Kualitas Premium,Gula Pasir Lokal
2/1/2018,11750,10650,10300,11850,11700,13050,12600,34800,34800,114200,117650,110600,26650,26650,26300,26300,24100,24100,38700,38250,38200,44350,39900,48800,13800,11950,14950,14300,14250,16200,12650
3/1/2018,11750,10650,10350,11850,11700,13050,12600,34750,34750,113650,117250,109400,26450,26450,26300,26300,24150,24150,38950,38450,38550,45000,41000,48550,13850,12000,14950,14300,14250,16150,12650
4/1/2018,11750,10700,10350,11900,11750,13100,12600,34400,34400,114250,117750,110500,26200,26200,26300,26300,24250,24250,38600,37950,38450,45550,41400,49550,13850,12000,14950,14300,14250,16150,12650
5/1/2018,11800,10700,10350,11900,11750,13100,12600,34550,34550,114250,117750,110500,26150,26150,26350,26350,24150,24150,38450,37800,38250,45500,41700,49350,13800,12000,14950,14300,14250,16150,12650
8/1/2018,11800,10750,10350,11950,11800,13150,12650,34700,34700,114150,117700,110300,26000,26000,26550,26550,24250,24250,38500,38350,37900,44650,41300,47900,13800,12000,14950,14250,14250,16100,12650
9/1/2018,11850,10750,10400,11950,11800,13150,12650,34950,34950,114150,117750,110450,25900,25900,26400,26400,24200,24200,38800,38750,38150,44650,41300,48200,13800,11950,14950,14250,14200,16100,12650
10/1/2018,11850,10800,10400,12000,11800,13150,12700,35150,35150,113550,117150,110300,25800,25800,26400,26400,24200,24200,38750,38750,38150,44250,40750,47900,13800,11950,14950,14250,14200,16100,12650
11/1/2018,11900,10800,10500,12050,11850,13200,12700,35150,35150,113900,117400,110300,25750,25750,26350,26350,24250,24250,39000,38850,38550,44200,40600,47850,13800,11950,14950,14250,14250,16150,12650
12/1/2018,11950,10850,10450,12050,11900,13250,12800,35100,35100,113500,117000,109900,25700,25700,26250,26250,24300,24300,39150,39350,38450,44200,40450,48050,13800,11950,15000,14250,14200,16100,12650
15/01/2018,11950,10900,10500,12100,11950,13250,12800,34700,34700,113800,117250,110050,25350,25350,26150,26150,24200,24200,40150,40650,39250,44250,41050,47650,13800,11950,15000,14250,14200,16100,12650
16/01/2018,12000,10950,10500,12100,12000,13250,12850,34600,34600,114150,117600,110700,25200,25200,26000,26000,24150,24150,39750,40200,38700,43800,40900,47100,13800,11950,15000,14250,14200,16100,12600
17/01/2018,12000,10950,10500,12150,12000,13300,12850,34400,34400,114150,117600,110650,25100,25100,25800,25800,24200,24200,39700,40150,38650,43600,40850,46350,13800,11950,15000,14250,14150,16050,12600
18/01/2018,12050,10950,10500,12150,12050,13300,12850,34250,34250,114150,117600,110600,25000,25000,25700,25700,24100,24100,39550,40050,38500,43400,40700,46000,13800,11950,14950,14250,14150,16050,12600
19/01/2018,12050,10950,10550,12200,12050,13350,12900,34600,34600,114150,117600,110600,24850,24850,25850,25850,24150,24150,39700,40300,38650,43150,40850,45200,13800,11950,14950,14250,14150,16050,12550
22/01/2018,12050,10950,10550,12200,12050,13350,12900,33900,33900,114100,117600,110550,24750,24750,25550,25550,24200,24200,40000,40700,38750,42950,40800,44850,13800,11900,14950,14250,14150,16050,12600
23/01/2018,12050,10950,10550,12200,12100,13350,12900,33750,33750,114150,117550,110650,24800,24800,25400,25400,24100,24100,40150,40650,38950,43000,40950,44600,13800,11900,14950,14250,14150,16050,12600
24/01/2018,12100,11000,10550,12200,12100,13400,12900,33600,33600,114150,117550,110650,24600,24600,25200,25200,24150,24150,40200,40800,38900,42050,40250,43950,13800,11950,14950,14250,14150,16050,12550
25/01/2018,12100,11000,10600,12250,12100,13400,12950,33350,33350,114400,117950,110800,24550,24550,25200,25200,24100,24100,40300,40650,38950,41850,40150,43500,13800,11950,14950,14250,14150,16050,12550
26/01/2018,12100,11000,10600,12250,12100,13350,12950,33000,33000,114200,117600,110700,24450,24450,25150,25150,24100,24100,40500,40850,39250,41500,40100,42900,13800,11900,14950,14250,14150,16050,12550
29/01/2018,12100,11000,10550,12250,12100,13350,12950,32350,32350,114150,117550,110700,24200,24200,25100,25100,23900,23900,40700,40850,39650,41450,39950,42750,13800,11900,14950,14250,14150,16050,12550
30/01/2018,12100,11000,10550,12250,12100,13400,12950,32300,32300,114100,117550,110600,24150,24150,25100,25100,23950,23950,40700,40850,39700,41200,39750,42550,13800,11900,14950,14250,14150,16000,12550
31/01/2018,12100,11000,10550,12250,12100,13400,12950,32100,32100,114150,117700,110500,24000,24000,25050,25050,23950,23950,40450,41000,39500,41150,39900,41900,13800,11900,14950,14250,14100,15950,12550
1/2/2018,12100,11000,10600,12250,12100,13400,12950,32300,32300,113750,117450,109900,23900,23900,24950,24950,24000,24000,40200,41000,39250,40600,39350,41800,13750,11850,14950,14250,14100,15950,12550
2/2/2018,12100,11000,10650,12250,12150,13400,12950,32400,32400,114000,117500,110400,23850,23850,25050,25050,24050,24050,39800,40700,38900,40300,39250,41200,13750,11850,14950,14200,14100,15950,12550
5/2/2018,12100,11000,10600,12250,12150,13400,12950,32350,32350,114000,117500,110400,23700,23700,25150,25150,24350,24350,39100,40150,38100,40250,38750,41700,13700,11850,14850,14150,14050,15950,12550
6/2/2018,12100,11000,10600,12250,12100,13400,12950,32500,32500,114000,117500,110400,23550,23550,25050,25050,24500,24500,39050,39900,38200,40300,38650,41700,13750,11850,14950,14200,14100,15950,12550
7/2/2018,12100,11000,10600,12250,12100,13400,12950,32500,32500,114000,117500,110400,23550,23550,25050,25050,25000,25000,39150,40100,38300,40550,38600,42200,13750,11850,14900,14200,14100,15950,12550
8/2/2018,12100,11000,10600,12250,12100,13400,12950,32400,32400,113950,117500,110350,23550,23550,25200,25200,25500,25500,39300,40350,38400,40550,38250,42450,13750,11850,14900,14200,14100,15950,12550
9/2/2018,12100,11000,10600,12250,12100,13350,12950,32500,32500,113950,117450,110350,23400,23400,25450,25450,26150,26150,39900,40800,39000,40650,38200,42850,13750,11850,14900,14200,14100,15950,12600
12/2/2018,12100,11000,10600,12250,12150,13400,12950,32450,32450,114000,117550,110200,23450,23450,25600,25600,28150,28150,40850,41950,39700,41600,38300,44800,13750,11850,14900,14200,14100,15950,12600
13/02/2018,12100,11000,10600,12250,12100,13400,12950,32500,32500,113700,117300,109950,23500,23500,25700,25700,28600,28600,41100,42200,39950,42250,38650,45850,13750,11900,14900,14200,14100,15900,12600
14/02/2018,12100,11000,10600,12250,12100,13400,12950,32400,32400,113700,117300,109950,23350,23350,25750,25750,29050,29050,41350,42750,40150,42600,38650,46600,13750,11850,14900,14150,14100,15900,12600
15/02/2018,12100,11000,10600,12250,12150,13400,12950,32350,32350,113750,117400,109900,23450,23450,25750,25750,29400,29400,41400,42800,40250,43000,38800,47150,13750,11850,14850,14200,14100,15900,12600
19/02/2018,12050,10950,10600,12200,12100,13400,12950,31900,31900,113850,117500,110100,23350,23350,25950,25950,30250,30250,42000,43000,41050,44200,39100,49350,13750,11850,14900,14150,14100,15900,12600
20/02/2018,12050,10950,10600,12200,12100,13350,12950,31850,31850,113800,117400,110050,23300,23300,26000,26000,30400,30400,41800,43050,40800,44400,38900,49750,13750,11900,14900,14150,14100,15900,12600
21/02/2018,12050,10950,10600,12200,12100,13350,12950,31700,31700,113650,117250,109900,23200,23200,26150,26150,30600,30600,41500,42550,40600,45300,39550,50500,13750,11900,14900,14150,14100,15900,12600
22/02/2018,12050,10950,10600,12200,12050,13350,12950,31550,31550,113650,117300,109900,23200,23200,26250,26250,30800,30800,41050,42500,39950,45400,39500,50900,13750,11900,14900,14150,14100,15900,12550
23/02/2018,12050,10950,10600,12200,12050,13350,12950,31450,31450,113600,117300,109800,23150,23150,26250,26250,31000,31000,40850,42050,39900,45200,39550,50550,13750,11900,14900,14200,14100,15900,12550
26/02/2018,12050,10950,10550,12150,12050,13350,12950,31350,31350,113700,117400,109850,23150,23150,26400,26400,31200,31200,40250,41400,39400,45350,39450,50950,13750,11900,14900,14150,14100,15900,12550
27/02/2018,12000,10900,10550,12150,12000,13300,12900,31300,31300,113850,117550,109850,23100,23100,26450,26450,31250,31250,40350,41450,39550,45800,39400,51900,13750,11900,14850,14150,14100,15900,12550
28/02/2018,12000,10900,10550,12150,12000,13300,12900,31150,31150,113850,117550,109900,23050,23050,26450,26450,31250,31250,40200,41150,39450,45850,39350,52150,13750,11950,14900,14200,14100,15900,12550
1/3/2018,12000,10900,10550,12100,12000,13300,12900,31100,31100,113950,117600,110000,23100,23100,26400,26400,31300,31300,40250,41100,39450,45850,39100,52450,13750,11900,14850,14150,14100,15900,12550
2/3/2018,12000,10850,10500,12100,12000,13300,12850,31150,31150,114050,117700,110100,23050,23050,26500,26500,31350,31350,40550,41600,39600,45550,39100,52050,13750,11900,14850,14150,14050,15900,12550
5/3/2018,12000,10850,10600,12100,11950,13250,12900,31050,31050,114050,117700,110100,23050,23050,26700,26700,31550,31550,41800,42300,41000,46900,39600,53800,13750,11950,14900,14150,14050,15900,12550
6/3/2018,11950,10850,10550,12050,11950,13250,12850,31150,31150,114050,117700,110100,23000,23000,26700,26700,31450,31450,41800,42350,41000,47700,39700,55200,13750,11950,14900,14150,14050,15900,12550
7/3/2018,12000,10900,10600,12050,11950,13250,12850,31200,31200,114050,117700,110100,22950,22950,26750,26750,31600,31600,41850,42450,41000,47550,39800,54800,13750,11900,14900,14150,14050,15900,12550
8/3/2018,11950,10800,10550,12050,11950,13250,12850,31300,31300,114050,117700,110100,22900,22900,26900,26900,31600,31600,42050,42450,41350,47400,39550,54850,13750,11950,14900,14150,14050,15900,12550
9/3/2018,11950,10850,10550,12050,11950,13250,12850,31400,31400,114000,117700,110100,22850,22850,27050,27050,31700,31700,42450,42800,41900,48200,40050,56000,13750,11950,14900,14150,14000,15800,12550
12/3/2018,11950,10850,10550,12050,11900,13200,12800,31650,31650,114150,117800,110250,22750,22750,27400,27400,31850,31850,44250,44700,43600,50000,41600,58450,13750,11950,14900,14150,14000,15800,12550
13/03/2018,11950,10850,10550,12050,11900,13200,12800,31800,31800,114150,117800,110250,22700,22700,27400,27400,31900,31900,44700,45250,44050,49700,41300,58000,13750,11950,14900,14150,14000,15800,12550
14/03/2018,11950,10850,10550,12050,11900,13200,12800,31800,31800,114150,117800,110250,22650,22650,27700,27700,32050,32050,44550,45050,43950,49350,40950,57700,13750,11950,14850,14150,14000,15850,12550
15/03/2018,11950,10850,10550,12050,11900,13200,12800,31900,31900,114050,117650,110250,22650,22650,27750,27750,32200,32200,44850,45550,44100,48900,40750,56900,13750,11950,14850,14150,14000,15850,12550
16/03/2018,11900,10800,10500,12050,11900,13200,12850,31800,31800,114200,118150,110000,22500,22500,27550,27550,32400,32400,45800,46750,45100,48850,40950,56350,13650,11850,14800,14050,14000,15800,12500
19/03/2018,11950,10850,10550,12050,11900,13200,12800,32050,32050,113950,117800,108850,22550,22550,28200,28200,33550,33550,44600,45700,43800,47450,40850,53650,13750,11950,14850,14150,14000,15850,12550
20/03/2018,11950,10800,10550,12050,11900,13200,12800,32000,32000,113950,117850,108850,22550,22550,28400,28400,33750,33750,44350,45950,43300,46950,40800,52500,13750,11900,14850,14150,14000,15850,12550
21/03/2018,11950,10850,10600,12050,11900,13200,12800,32000,32000,114150,117550,109650,22500,22500,28400,28400,34200,34200,44300,45950,43200,46750,40650,52100,13700,11900,14850,14150,14000,15850,12550
22/03/2018,11950,10850,10550,12050,11900,13200,12800,32150,32150,113850,117700,108700,22550,22550,28650,28650,34450,34450,44250,45900,43100,46250,40300,51400,13750,11900,14850,14150,14000,15850,12550
23/03/2018,11950,10800,10550,12050,11900,13200,12800,32200,32200,114000,117700,109200,22500,22500,28700,28700,34900,34900,43700,45150,42600,46000,39950,51200,13750,11900,14850,14150,14000,15850,12550
26/03/2018,11900,10800,10550,12050,11900,13200,12800,32400,32400,114050,117750,109400,22500,22500,29750,29750,35700,35700,43850,45350,42350,45100,39400,50100,13700,11900,14850,14150,14000,15850,12550
27/03/2018,11900,10800,10550,12050,11850,13200,12800,32400,32400,114050,117750,109400,22450,22450,30000,30000,35700,35700,43800,45200,42300,45150,39300,50250,13750,11900,14850,14150,14000,15850,12550
28/03/2018,11850,10800,10550,11950,11800,13150,12750,32600,32600,113800,117600,109050,22500,22500,30800,30800,36050,36050,43300,45500,41250,44400,38850,48900,13750,11950,14850,14150,14050,15850,12550
29/03/2018,11900,10800,10500,12000,11850,13150,12800,32500,32500,113950,117700,108900,22400,22400,31100,31100,35750,35750,43200,45300,41600,45050,39500,49550,13700,11900,14850,14150,14000,15850,12550
2/4/2018,11900,10750,10600,12000,11850,13150,12750,32650,32650,114100,117900,109400,22700,22700,33150,33150,35500,35500,43400,46050,41550,44600,39650,48950,13700,11900,14850,14100,14000,15800,12550
3/4/2018,11900,10750,10600,11950,11800,13150,12750,32650,32650,114050,117800,109400,22500,22500,33700,33700,35600,35600,43700,46450,41700,44750,39200,49650,13700,11900,14850,14150,14000,15800,12550
4/4/2018,11900,10750,10550,11950,11800,13200,12750,32750,32750,114200,118000,109400,22550,22550,33750,33750,35250,35250,43700,45650,42400,44800,39250,49600,13700,11900,14850,14100,13950,15750,12550
5/4/2018,11850,10750,10500,11950,11800,13150,12700,32650,32650,114200,117900,109450,22450,22450,34400,34400,35350,35350,44050,46650,42100,44600,38950,49850,13700,11900,14850,14150,14000,15800,12550
6/4/2018,11850,10750,10500,11950,11800,13150,12700,32650,32650,114150,117850,109400,22400,22400,34950,34950,35100,35100,44000,46800,41900,44500,39150,49400,13700,11900,14850,14150,14000,15800,12550
9/4/2018,11850,10750,10500,11950,11800,13100,12700,32950,32950,114100,117750,109350,22800,22800,35800,35800,35150,35150,44300,48050,41500,44700,38600,50150,13750,11950,14900,14150,14050,15850,12550
10/4/2018,11850,10700,10450,11950,11800,13150,12700,32900,32900,114250,117900,109500,22900,22900,36150,36150,35050,35050,44400,48000,41700,44950,39200,49950,13700,11900,14850,14100,14000,15750,12550
11/4/2018,11850,10700,10450,11900,11750,13150,12700,32750,32750,114250,117900,109500,23000,23000,36700,36700,35350,35350,44450,48250,41750,44650,38950,49550,13700,11900,14850,14100,14000,15750,12550
12/4/2018,11850,10700,10450,11900,11750,13150,12700,32800,32800,114250,117900,109500,23100,23100,37050,37050,35450,35450,44550,48450,41800,44500,38400,49850,13700,11900,14850,14100,14000,15750,12550
13/04/2018,11900,10750,10500,12000,11800,13250,12800,33150,33150,114300,118050,109450,23300,23300,37600,37600,35800,35800,44250,48150,41550,44600,38450,50200,13700,11950,14800,14150,14000,15750,12600
16/04/2018,11800,10700,10450,11900,11750,13100,12700,33250,33250,114200,117900,109500,23250,23250,37550,37550,35150,35150,43550,47150,40950,42500,37100,47600,13700,11900,14850,14100,14000,15750,12600
17/04/2018,11800,10700,10450,11900,11750,13100,12700,33350,33350,114200,117850,109500,23450,23450,37550,37550,34950,34950,43100,46600,40700,42000,36700,47150,13700,11900,14850,14100,14000,15750,12600
18/04/2018,11800,10700,10450,11900,11750,13100,12650,33500,33500,114200,117900,109500,23550,23550,37550,37550,34750,34750,42300,45700,39900,41450,36150,46400,13700,11900,14850,14100,14000,15750,12600
19/04/2018,11800,10700,10400,11900,11750,13100,12650,33550,33550,114200,117850,109500,23600,23600,37800,37800,34750,34750,41900,45350,39500,40900,35650,45900,13700,11900,14850,14100,14000,15750,12600
20/04/2018,11800,10650,10350,11850,11700,13100,12650,33550,33550,114350,118100,109500,23600,23600,37900,37900,34800,34800,41350,45300,38900,40500,35350,45300,13700,11900,14850,14100,13950,15600,12600
23/04/2018,11800,10650,10400,11850,11750,13100,12650,34000,34000,114200,117850,109500,23700,23700,37650,37650,34500,34500,39750,43200,37400,38500,34000,42700,13700,11900,14850,14100,14000,15750,12600
24/04/2018,11750,10650,10400,11850,11700,13100,12650,34100,34100,114200,117850,109450,23750,23750,37750,37750,34500,34500,39650,43250,37350,38100,33850,42150,13700,11900,14850,14100,14000,15750,12600
25/04/2018,11750,10650,10350,11850,11700,13050,12650,34000,34000,114200,117850,109450,23750,23750,37550,37550,34250,34250,39550,43200,37050,37700,33450,41800,13700,11950,14850,14100,13950,15700,12550
26/04/2018,11750,10650,10350,11850,11700,13050,12650,34050,34050,114200,117900,109450,23800,23800,37500,37500,34000,34000,39200,42950,36750,37300,33200,41350,13750,11950,14850,14150,13950,15700,12550
27/04/2018,11750,10650,10350,11850,11700,13050,12650,34050,34050,114200,117900,109450,23750,23750,37400,37400,33650,33650,39350,42650,37100,36700,32900,40600,13750,11950,14850,14150,13950,15700,12550
30/04/2018,11750,10650,10350,11850,11700,13050,12650,34300,34300,114300,118000,109550,23900,23900,37100,37100,32600,32600,39600,42800,37550,35900,32750,39150,13700,11950,14800,14100,13950,15700,12600
2/5/2018,11750,10600,10350,11850,11700,13100,12650,34450,34450,114200,117850,109500,24050,24050,36750,36750,32000,32000,39550,42900,37350,35500,32700,38750,13750,11950,14850,14150,14000,15700,12550
3/5/2018,11750,10650,10350,11850,11650,13050,12650,34400,34400,114200,117850,109500,24150,24150,36600,36600,31500,31500,39450,42750,37350,35300,32850,38450,13750,11950,14850,14150,13950,15700,12550
4/5/2018,11750,10600,10300,11850,11650,13050,12650,34550,34550,114200,117850,109500,24250,24250,36550,36550,31050,31050,39300,42400,37200,35050,32600,38050,13700,11950,14800,14150,13950,15700,12550
7/5/2018,11750,10600,10300,11800,11650,13050,12650,34800,34800,114000,118050,108800,24650,24650,36700,36700,30150,30150,39500,42800,37000,34600,33150,36850,13700,11950,14800,14100,13950,15650,12550
8/5/2018,11750,10600,10300,11800,11650,13050,12650,35050,35050,114450,118200,109700,24750,24750,36850,36850,29950,29950,39200,42600,36600,34400,32750,36750,13700,11950,14800,14100,13950,15650,12550
9/5/2018,11750,10600,10300,11800,11650,13050,12650,35350,35350,114500,118250,109750,24900,24900,36800,36800,30050,30050,39000,42450,36550,34600,32800,37050,13700,11900,14800,14100,13950,15650,12550
11/5/2018,11700,10600,10300,11850,11650,13050,12600,35750,35750,114550,118300,109750,25250,25250,36600,36600,30000,30000,39450,42700,36900,34700,32750,37350,13700,11900,14800,14100,13950,15650,12550
14/05/2018,11750,10600,10300,11850,11650,13050,12650,36600,36600,115050,118750,110100,25600,25600,36400,36400,29400,29400,40800,43700,38200,34900,33200,37200,13700,11900,14800,14100,13950,15650,12550
15/05/2018,11700,10550,10250,11800,11650,13000,12600,36750,36750,115950,119750,110550,25500,25500,35850,35850,28800,28800,40800,43800,38300,34750,32800,37100,13650,11850,14750,14050,13950,15600,12550
16/05/2018,11750,10600,10300,11850,11700,13050,12650,37050,37050,116800,120650,111300,25750,25750,36200,36200,29300,29300,40450,42400,38800,35050,33250,37250,13650,11850,14800,14050,13900,15550,12550
17/05/2018,11750,10600,10300,11850,11650,13050,12650,37000,37000,116500,120200,111000,25800,25800,36250,36250,29300,29300,41000,43450,38950,35200,33350,37500,13700,11900,14800,14150,13950,15650,12550
18/05/2018,11700,10600,10300,11850,11650,13000,12650,37000,37000,116000,119750,110600,25850,25850,36450,36450,29450,29450,41550,43800,39600,36700,34850,39350,13700,11850,14800,14100,13950,15650,12550
21/05/2018,11700,10600,10300,11850,11650,13000,12600,36600,36600,115700,119350,110350,25750,25750,36350,36350,29000,29000,40150,42250,38400,37050,35000,39900,13700,11900,14850,14150,13950,15650,12550
22/05/2018,11700,10600,10300,11850,11650,13000,12600,36500,36500,115300,119000,110150,25700,25700,36250,36250,28700,28700,40050,42450,38300,36300,34450,38900,13700,11900,14800,14150,13950,15650,12550
23/05/2018,11700,10600,10300,11850,11650,13000,12600,36100,36100,115150,118900,110050,25650,25650,36250,36250,28600,28600,39400,41550,37850,35650,34000,37900,13700,11900,14800,14150,13950,15650,12550
24/05/2018,11700,10600,10250,11850,11650,13050,12650,35900,35900,115250,119050,109950,25600,25600,36050,36050,28400,28400,38050,39300,37350,35000,33400,37200,13700,11900,14800,14100,13900,15550,12600
25/05/2018,11700,10600,10200,11800,11650,13000,12600,35700,35700,115350,119200,110150,25700,25700,36300,36300,28600,28600,38250,40450,36850,35250,33950,36900,13700,11900,14850,14150,13950,15550,12600
28/05/2018,11700,10600,10300,11850,11650,13000,12600,35550,35550,115150,118850,110150,25700,25700,36050,36050,28450,28450,36750,38850,35400,35200,33700,37500,13700,11900,14850,14150,13950,15650,12550
30/05/2018,11700,10600,10250,11900,11650,13050,12650,35250,35250,115650,119300,110350,25700,25700,36300,36300,28800,28800,35850,38000,34750,35700,34350,37900,13700,11900,14850,14100,14000,15700,12600
31/05/2018,11700,10600,10250,11850,11650,13000,12600,35100,35100,115450,119150,110150,25500,25500,36050,36050,28500,28500,34950,37000,33900,35400,33900,37550,13700,11900,14850,14100,13950,15700,12550
4/6/2018,11700,10650,10250,11850,11600,13000,12600,35100,35100,115750,119450,110400,25250,25250,35850,35850,28350,28350,34500,36450,33400,36300,34000,38350,13700,11900,14750,14150,13900,15650,12550
5/6/2018,11700,10600,10250,11850,11650,13000,12600,35100,35100,116000,119550,110800,25200,25200,35700,35700,28100,28100,34350,36450,33100,36500,34000,38700,13700,11900,14750,14150,13900,15650,12550
6/6/2018,11700,10600,10300,11850,11650,13000,12600,35350,35350,115850,119500,110900,25250,25250,35700,35700,28200,28200,35300,37550,33750,37350,34850,39700,13700,11950,14750,14150,13950,15650,12550
7/6/2018,11700,10600,10300,11800,11650,13000,12600,35400,35400,115750,119400,110850,25150,25150,35700,35700,28200,28200,35300,37350,34250,37950,35150,40450,13700,11900,14750,14150,13900,15650,12550
8/6/2018,11700,10600,10250,11800,11650,13000,12600,35550,35550,115950,119550,111100,25150,25150,35650,35650,28350,28350,35750,37950,34550,38700,35900,41400,13700,11900,14750,14150,13900,15650,12550
11/6/2018,11700,10600,10300,11850,11650,13000,12600,36950,36950,118800,122200,113950,25150,25150,35900,35900,28750,28750,43500,46000,42150,42650,38900,46300,13700,11900,14750,14150,13900,15650,12550
12/6/2018,11700,10600,10300,11850,11650,13000,12600,38050,38050,120200,123850,115000,25300,25300,36150,36150,29000,29000,46200,48800,44850,43800,39850,47450,13700,11900,14750,14150,13900,15650,12550
13/06/2018,11650,10500,10250,11800,11600,12950,12600,38850,38850,122250,126300,116850,24950,24950,35950,35950,28900,28900,47850,50850,46300,45400,40050,50850,13600,11850,14700,14050,13900,15550,12550
18/06/2018,11700,10600,10300,11850,11650,13000,12600,39500,39500,118500,122100,113750,25300,25300,36150,36150,29650,29650,46600,49000,45650,46850,42250,50750,13700,11950,14750,14150,13900,15650,12550
19/06/2018,11700,10600,10300,11850,11650,13000,12600,39300,39300,118100,121650,113350,25300,25300,35850,35850,29650,29650,44800,46800,43900,46950,42900,49950,13700,11900,14750,14150,13900,15650,12550
20/06/2018,11700,10600,10300,11850,11650,13000,12650,39150,39150,117400,121000,112550,25350,25350,35750,35750,29450,29450,43000,45100,42050,45600,41750,48350,13750,11950,14850,14150,13950,15700,12550
21/06/2018,11700,10600,10300,11850,11650,13000,12600,38850,38850,117500,121000,112750,25100,25100,35650,35650,29300,29300,40850,43000,39700,44550,41450,46750,13700,11900,14800,14150,13900,15650,12550
22/06/2018,11700,10600,10300,11850,11650,13000,12600,38700,38700,117000,120550,112300,25100,25100,35400,35400,29100,29100,38850,40550,38150,42750,39800,44850,13700,11900,14750,14150,13900,15650,12550
25/06/2018,11700,10600,10300,11850,11700,13000,12600,38150,38150,116350,119900,111700,25000,25000,34650,34650,29050,29050,36550,37150,36550,40350,37350,42900,13700,11900,14750,14150,13900,15650,12550
26/06/2018,11700,10600,10300,11850,11600,13000,12600,37850,37850,116250,119950,111500,24950,24950,34450,34450,29150,29150,35850,36900,35400,40350,36450,44100,13700,11900,14750,14150,13900,15650,12550
28/06/2018,11700,10600,10300,11850,11600,13000,12600,38850,38850,116000,119600,111300,25000,25000,34100,34100,29050,29050,34900,36100,34400,40150,35850,44800,13700,11900,14750,14150,13900,15650,12550
29/06/2018,11700,10600,10300,11850,11600,13000,12600,37400,37400,115950,119550,111150,25100,25100,34000,34000,29050,29050,34500,35700,34050,41450,37000,46450,13650,11850,14750,14150,13900,15650,12550
2/7/2018,11700,10600,10300,11850,11650,13000,12600,37050,37050,115700,119300,110800,25500,25500,33300,33300,28950,28950,35450,36250,35350,44700,39200,50700,13650,11850,14750,14150,13900,15650,12500
3/7/2018,11700,10600,10300,11850,11600,13000,12600,37050,37050,115450,119100,110300,25600,25600,33050,33050,28900,28900,35450,36000,35600,45250,39200,51500,13650,11850,14750,14100,13850,15600,12500
4/7/2018,11700,10600,10300,11850,11600,13000,12600,37100,37100,115400,119050,110250,25700,25700,32950,32950,28850,28850,35550,35800,35850,45650,39400,52100,13650,11850,14750,14100,13850,15600,12500
5/7/2018,11700,10600,10300,11850,11600,13000,12600,37050,37050,115400,119050,110250,25850,25850,32750,32750,28750,28750,35550,35950,35800,47000,40050,54200,13650,11850,14700,14100,13850,15600,12500
6/7/2018,11650,10500,10250,11800,11500,13000,12600,37000,37000,115150,118950,109700,25900,25900,32350,32350,28600,28600,34850,34500,35700,47250,40500,54700,13600,11800,14650,14050,13800,15500,12500
9/7/2018,11650,10600,10300,11800,11550,12900,12600,37850,37850,115550,119150,110400,26650,26650,32100,32100,28750,28750,38300,38700,38550,48850,41750,56200,13650,11850,14700,14150,13850,15600,12500
10/7/2018,11700,10600,10300,11850,11600,13000,12600,38100,38100,115500,119000,110500,26750,26750,31850,31850,28750,28750,38450,38600,38800,49100,41950,56700,13600,11800,14700,14100,13850,15600,12500
11/7/2018,11650,10500,10250,11800,11500,12950,12550,38250,38250,115100,118700,109950,26900,26900,31750,31750,28950,28950,38400,38700,38600,48800,42300,56050,13600,11800,14700,14100,13800,15550,12500
12/7/2018,11700,10600,10300,11800,11600,12950,12600,38450,38450,115300,118800,110250,27050,27050,31300,31300,28950,28950,39250,39850,39300,49650,42750,56800,13600,11800,14700,14150,13850,15600,12500
13/07/2018,11700,10600,10300,11850,11600,12950,12600,38500,38500,115250,118800,110200,27200,27200,31250,31250,28850,28850,39250,39350,39500,49900,43100,57050,13600,11800,14700,14150,13850,15600,12500
16/07/2018,11700,10600,10300,11800,11600,12950,12600,39050,39050,115350,118900,110250,27200,27200,30700,30700,28500,28500,39750,39500,40400,51250,44000,58900,13600,11800,14700,14100,13850,15550,12500
17/07/2018,11700,10600,10300,11800,11600,12950,12600,39100,39100,115400,118950,110600,27150,27150,30250,30250,28350,28350,39800,39350,40450,51100,43700,58650,13600,11750,14700,14100,13800,15550,12450
18/07/2018,11700,10600,10300,11800,11600,12950,12600,39050,39050,115200,118750,110100,27350,27350,29850,29850,28200,28200,39700,39450,40150,51400,43600,59250,13600,11750,14750,14100,13850,15600,12500
19/07/2018,11700,10600,10300,11800,11600,12950,12600,39500,39500,115500,119050,110400,27350,27350,29500,29500,28100,28100,39350,39250,39550,51400,44150,58850,13600,11750,14700,14100,13800,15550,12450
20/07/2018,11700,10600,10300,11800,11600,12950,12600,39700,39700,115650,119200,110550,27200,27200,29100,29100,28000,28000,39900,39650,40100,51750,44550,59350,13600,11750,14700,14100,13800,15550,12450
23/07/2018,11700,10600,10300,11800,11600,12950,12600,41200,41200,115600,119100,110600,27150,27150,28600,28600,27650,27650,39450,39050,40000,50600,43700,57800,13600,11750,14700,14100,13800,15550,12450
